,fpath,size,date_created,date_modified
145,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\Record_0067.wav,576044.0,Wed Jan 24 16:40:09 2018,Fri Aug 11 18:33:57 2017
146,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\Record_0068.wav,258604.0,Wed Jan 24 16:40:10 2018,Fri Aug 11 18:34:08 2017
147,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\Record_0069.wav,182627884.0,Wed Jan 24 16:40:10 2018,Fri Oct 13 01:06:42 2017
148,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\Record_0070.wav,102444.0,Wed Jan 24 16:40:19 2018,Fri Jan 19 10:55:41 2018
149,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\Record_0071.wav,194604.0,Wed Jan 24 16:40:19 2018,Wed Jan 24 16:38:19 2018
150,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\V_20180119_142026.mp4,5593452.0,Wed Jan 24 16:39:55 2018,Fri Jan 19 09:50:30 2018
151,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\V_20180123_102238.mp4,1089450.0,Wed Jan 24 16:39:56 2018,Tue Jan 23 05:52:40 2018
152,F:\s4_06_26_2017_to_02_06_2018\2_2_2018\P_20180125_042406.jpg,1980660.0,Fri Feb 02 19:48:36 2018,Wed Jan 24 23:54:06 2018
153,F:\s4_06_26_2017_to_02_06_2018\2_2_2018\P_20180125_042417.jpg,1512718.0,Fri Feb 02 19:48:36 2018,Wed Jan 24 23:54:17 2018
154,F:\s4_06_26_2017_to_02_06_2018\2_2_2018\P_20180127_171451.jpg,1748640.0,Fri Feb 02 19:48:36 2018,Sat Jan 27 12:44:51 2018
155,F:\s4_06_26_2017_to_02_06_2018\2_2_2018\P_20180127_171458.jpg,1529797.0,Fri Feb 02 19:48:37 2018,Sat Jan 27 12:44:58 2018
156,F:\s4_06_26_2017_to_02_06_2018\2_2_2018\P_20180127_171634.jpg,1669525.0,Fri Feb 02 19:48:37 2018,Sat Jan 27 12:46:34 2018
157,F:\s4_06_26_2017_to_02_06_2018\2_2_2018\P_20180127_171739.jpg,1456287.0,Fri Feb 02 19:48:37 2018,Sat Jan 27 12:47:39 2018
158,F:\s4_06_26_2017_to_02_06_2018\2_2_2018\P_20180127_171759.jpg,1309976.0,Fri Feb 02 19:48:37 2018,Sat Jan 27 12:47:59 2018
159,F:\s4_06_26_2017_to_02_06_2018\2_2_2018\P_20180127_184433.jpg,1487934.0,Fri Feb 02 19:48:37 2018,Sat Jan 27 14:14:33 2018
160,F:\s4_06_26_2017_to_02_06_2018\2_2_2018\P_20180128_161949.jpg,1215855.0,Fri Feb 02 19:48:38 2018,Sun Jan 28 11:49:49 2018
161,F:\s4_06_26_2017_to_02_06_2018\2_2_2018\P_20180129_172755.jpg,1646862.0,Fri Feb 02 19:48:38 2018,Mon Jan 29 12:57:55 2018
